Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Gross savings (% of GDP),OTHER,Africa Eastern and Southern,AFE,24.807890653191063,23.51439555708896,20.6443096562944,20.7986016796318,22.5090569718492,23.0967815014221,23.9911197406,23.8083391402996,22.3755160877149,18.5999578598668,21.0918562905646,21.5048696297003,18.5566255376987,17.9887850850344,18.2354115946433,16.9993167394778,17.7976300692633,17.7740193792445,17.4932811395095,18.8561399556952,18.8337412362454,21.1474989175249,20.6900432985261,20.1235482924163,18.13920239050452
"Adolescent fertility rate (births per 1,000 women ages 15-19)",OTHER,Africa Western and Central,AFW,134.894410270337,134.074915780498,133.039677823581,133.807127603077,130.693139867017,131.095237273672,130.277146636882,128.851679806521,128.414315813664,128.160193786818,127.125666242752,127.431902446658,126.531051307217,125.732823611246,122.733638963806,117.895754589355,113.067735137951,108.494920983919,104.930454116342,101.366484893598,98.483243327273,97.1992096522413,95.9577870049264,94.9696321003397,51.3706
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Africa Western and Central,AFW,3.86847941268536,5.1720560420523,9.97480183376682,5.54594059435848,7.98754162566794,5.82398412550569,5.37114572674575,5.53076258556328,6.27862923104867,6.27187828235533,6.96952403983727,4.85302784241522,5.16821883676933,6.16002884290569,5.92002296138435,2.72036453616364,0.160782096930689,2.28981037958782,2.84475541662378,3.232902511937,-1.00399403959297,4.03762951350967,3.78967984579947,3.3547328190002,4.881248723849262
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Africa Western and Central,AFW,1175.77484413942,1202.42388981194,1285.71218344687,1319.36053885277,1385.00978963336,1424.63880748968,1459.32809971552,1497.18807427243,1546.8522365207,1598.60092536965,1663.01583407265,1695.18785144481,1733.89775284292,1791.11398738858,1846.05094373233,1845.76780421108,1799.97494491163,1793.46529188134,1798.33978321279,1811.72758256053,1751.19501048234,1779.34015871995,1804.19814239875,1820.75474142308,12843.638878821967
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Africa Western and Central,AFW,70.5112230625288,70.4522859275636,70.321039109102,70.1990092939858,70.0828923692464,69.9472912125548,69.8153813771204,69.7316298196201,69.5132515038775,69.274982881529,69.0394688673166,68.9151721258691,68.7194231632984,68.3591410817817,67.9901820848728,67.6616583730776,67.4178906435102,66.8916995848903,66.5938224490276,66.3497979217744,65.5518867520488,65.8946368006003,65.8558449969452,67.5461314098846,67.3795550468086
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Africa Western and Central,AFW,907,899,886,866,851,839,840,834,840,842,839,836,834,832,827,820,799,782,757,744,720,716,674,650,184.2
Gross savings (% of GDP),OTHER,Africa Western and Central,AFW,17.81672753319496,13.75021492984284,20.59050790615916,14.57625149964682,25.26999439156764,19.54746850935628,25.642921607390498,18.3519155629091,14.59464611277078,24.51438356788112,21.81597217526912,13.135138565137499,17.40806332434022,15.64435730534822,25.068071078409762,17.504914223495362,18.586188661826583,15.99298024286924,15.310107233462446,23.35835898316018,20.285745898444063,21.26953561657482,16.94769821661966,14.88768020211848,23.6334955442096
"Adolescent fertility rate (births per 1,000 women ages 15-19)",OTHER,Albania,ALB,14.743,8.811,13.511,15.889,17.662,18.216,16.517,15.882,18.855,19.237,19.725,20.638,21.339,21.632,21.767,20.656,18.518,16.778,15.456,14.949,14.004,13.002,12.827,12.789,52.78263830933898
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Albania,ALB,6.94621659244254,8.29331263121023,4.53652416035675,5.52863746491788,5.51466791097914,5.52642424695465,5.90265903591924,5.98325951855567,7.50004143020151,3.35428934987461,3.70693815255319,2.54540614450104,1.4172427999078,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80259872019053,4.01934561695576,2.06256753999989,-3.31371614712083,8.96955339178935,4.82668831434437,3.93662525742167,4.35028261751778
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Albania,ALB,1960.88245974115,2143.52683947815,2247.49808010881,2380.64462078713,2522.44937446209,2675.50863709675,2851.36775919961,3044.89661682055,3298.47890843532,3432.1708719722,3577.11432498868,3678.04770145146,3736.34007957648,3780.69919254096,3855.76074409659,3952.80357364813,4090.37272829183,4249.8200493985,4431.55559506989,4542.26866282892,4417.04105105395,4858.05201500931,5154.8274975368,5419.63779125273,12966.075668090807
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Albania,ALB,55.519,55.102,54.971,54.456,53.968,53.514,53.094,52.692,52.286,53.053,54.262,60.373,55.949,50.456,51.039,55.077,58.442,57.952,59.975,61.901,59.581,61.217,63.31,63.742,64.571
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Albania,ALB,15,14,14,13,13,12,11,10,10,9,9,9,10,10,10,9,8,8,7,7,7,14,8,7,215.4
Gross savings (% of GDP),OTHER,Albania,ALB,29.2778299642183,32.3691913409345,29.1883840672743,29.3339744738154,31.6642389460702,31.7887846329463,30.8947035825787,25.5767185487008,18.1029506254476,17.4523346524257,21.2897276645106,21.0124747268875,19.4528062421901,19.8251459809488,17.5478244127555,19.2842860509977,19.3198339638298,20.3759178386701,20.5134893967756,17.4529323837655,17.6597903495393,21.1496264309459,21.0345962272774,21.9651231531471,22.0214633806098
"Adolescent fertility rate (births per 1,000 women ages 15-19)",OTHER,Algeria,DZA,8.658,8.065,7.74,7.727,7.789,7.87,8.403,8.795,9.161,9.559,9.401,9.68,9.665,10.141,10.196,10.294,10.5,9.978,9.495,10.328,9.901,9.343,8.977,8.698,53.0754
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,3.80000000133003,2.99999999909851,5.40000000000001,6.5,4.50000000000001,5.39999999999989,2.90000000000011,3.09999999999988,2.5000000000001,1.19999999999996,4.80000000000005,2.99999999999984,2.40000000000005,2.60000000000001,4.09999999999997,3.20000000000009,3.89999999999995,1.50000000000003,1.40000000000002,0.899999999999949,-4.99999999999997,3.79999999999995,3.59999999999998,4.10000000000004,4.959754545210956
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Algeria,DZA,3553.32420521282,3610.00605632903,3754.66081539402,3945.89816092714,4066.28204806069,4223.60252134721,4279.61547125531,4339.25055772185,4367.56538019901,4336.10054056598,4456.61027416201,4501.35430135827,4518.4397895726,4543.23444004859,4634.10149183949,4685.05902729002,4768.73140080218,4742.90075536604,4717.00358853556,4672.66408682198,4363.68533766912,4456.74687641147,4544.46688059647,4660.40545686886,963.694788190989
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Algeria,DZA,12.849,12.998,13.174,13.378,13.61,13.875,14.17,14.502,14.868,15.269,15.44,15.685,15.939,16.206,16.483,16.523,16.293,16.195,16.094,15.995,14.988,15.207,15.519,15.606,15.489
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Algeria,DZA,123,113,102,101,91,87,84,83,83,83,82,81,81,81,80,79,79,77,75,73,97,79,64,62,180
Gross savings (% of GDP),OTHER,Algeria,DZA,29.0189915443211,30.625445430086423,31.18693455887114,36.77946779525066,36.649025475897,50.7233014541467,53.690661292423,55.806695499458,56.6193922339831,47.951550537097,51.2246917782577,49.9884990977608,48.7214581573368,46.6091921321033,44.6816138062205,39.0474245747252,39.7661646648658,39.5071431458833,40.4707867726198,38.4710126213425,33.3370865103018,38.2887197873427,44.0735633044553,40.5638778400613,26.759453963256
"Adolescent fertility rate (births per 1,000 women ages 15-19)",OTHER,American Samoa,ASM,48.376,46.153,44.466,42.685,41.905,38.191,35.852,33.607,34.624,35.118,35.792,38.084,40.138,42.076,43.059,42.174,39.45,37.274,35.427,34.278,34.149,34.214,34.104,34.181,51.24342980612148
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,3.629195364194634,4.3476894533899255,0.3409660385502802,0.965517241379317,0.409836065573771,-0.408163265306129,-4.09836065573771,1.85185185185186,-2.65734265734265,-4.16666666666666,0.299850074962521,0,-4.33482810164425,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,4.41176470588236,-0.782472613458523,1.73501577287065,3.1680241429177443,2.990330328446994
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,American Samoa,ASM,6603.930527694972,9966.581796492437,13054.6364326897,13201.7347516166,13291.5356626851,13284.2791128875,12794.7565021718,13092.3111393408,12809.4633079683,12342.0575384016,12446.3086265015,12521.8095058644,12068.2667374983,11871.7937192729,12203.0894714284,12727.4102651386,12665.2829921268,11930.7771236826,12412.6024074562,12524.0160252283,13194.274740128,13233.5784817341,13709.0974895473,15602.096361958404,28573.06172921921
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,American Samoa,ASM,54.1728,51.235,53.87049319879036,52.5302,59.587976993399,59.33893954967152,46.645978597186996,55.7604,59.52961866037456,56.8424216792746,51.95567465330934,53.3843230669649,54.902223925175896,57.3112,45.56043735454242,50.02226519377534,52.34911149107924,44.3614,59.3052,52.88992566643388,58.819405085971624,58.99,53.88712684044514,52.8744,56.882799999999996
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,American Samoa,ASM,107,84.4,152.4,212.2,103.2,85,105.2,60.6,65.8,20,39.2,88.8,24.6,95.8,87.4,48.6,59.2,54.2,72.2,40.6,122.8,120.2,34.2,64.2,87
Gross savings (% of GDP),OTHER,American Samoa,ASM,25.00904857398488,24.95826364393722,19.136555435934046,27.73119286848988,25.05160158070982,19.323555108087078,14.844033986304025,18.48244583259394,19.813511915929706,24.34778607001784,15.577196867097479,19.31727476790641,13.959309076185738,24.735141247619826,23.6351865886337,21.54518068693712,23.728804720263874,17.667913890040317,19.649804847005974,23.167216284638695,28.92691277709768,19.28880834021372,14.111581142764958,15.1478305892065,23.83702919818214
"Adolescent fertility rate (births per 1,000 women ages 15-19)",OTHER,Andorra,AND,9.075,9.84,9.384,8.335,8.712,9.064,9.383,9.034,9.328,8.092,8.037,7.621,6.616,5.362,4.947,4.936,4.576,4.326,3.832,3.526,3.119,3.5,3.527,3.48,46.275663647429326
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,AND,3.52836236122388,8.11935772169949,4.54636221364653,8.69420371612468,8.13567633837351,5.39779598500422,4.80868869916921,1.55318814103222,-5.55918636850581,-5.30284654348291,-1.97495799965345,-0.00806975341139093,-4.97444371853503,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.28677879049404,9.56461225648184,2.58355480961319,7.437475835884892
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Andorra,AND,34113.8173771495,36790.1037072591,38084.4843094685,39620.3201590697,40054.3211516798,40528.1748609004,41322.0529198761,40789.1589682857,37775.1261390552,35604.3840085198,36277.2644412087,37637.4868329126,36206.9784343227,35684.169433471,37300.6244183478,38654.9347203095,40085.0205971586,39361.0622634329,39242.1448960772,39346.2750344286,34536.6499209948,36929.0191515162,39780.3966116268,40227.2335282714,21730.71189956948
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Andorra,AND,70.19176374867364,64.04627468594907,66.2388,65.1048,64.30306365203651,64.7724,71.9326,64.1216,68.01085679366062,60.0554,44.5118,66.455276196020435,64.3308,62.6466,67.39181894250278,67.27687619602044,67.18260303832366,65.54797812870204,66.93697070711765,49.08002053420418,63.12370715513124,67.5452,63.6922,67.431,54.378013973953244
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Andorra,AND,14,14,14,13,12,13,11,12,12,11,12,11,11,9,10,10,10,11,11,11,48,18,17,11,229.2
Gross savings (% of GDP),OTHER,Andorra,AND,20.70073687099186,27.13189382553842,25.446904759931602,36.6576625996823,41.75270875476798,31.91989555362766,32.64298749217972,26.30051552699652,22.80985285153788,22.28057171061266,26.66245453395228,20.35138781052864,19.90977144036087,27.8719245122976,27.76505720812689,22.42452224327988,26.49948728353154,21.54349643393448,30.772233947343942,25.306277697648362,12.7905420872289,42.75871794339676,34.4072217055674,28.93914309349464,24.32273476938224
"Adolescent fertility rate (births per 1,000 women ages 15-19)",OTHER,Angola,AGO,147.693,147.253,150.196,152.242,155.118,157.066,158.737,159.675,160.424,162.773,160.204,157.573,155.512,153.536,151.577,150.244,148.905,147.407,146.305,145.094,144.329,143.383,141.978,140.84,74.14573234775688
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,3.05462423430785,4.2059985561951,13.6656887608562,2.99000000000001,10.9500000059465,15.0299999905513,11.549999997879,14.0100000086059,11.1699999942146,0.860000002152788,4.39837593810763,3.47205314798103,8.54210707584141,4.95461303112738,4.82255926962156,0.943571561325001,-2.58004964404932,-0.147212941085755,-1.31636168896895,-0.702272957616017,-5.63821471714934,1.19921052145153,3.04472652391918,1.00128936028298,4.0199752164349585
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Angola,AGO,1932.98847886814,1947.85672988915,2139.87259662901,2128.19579323903,2277.86696532928,2526.41057941008,2716.25302638209,2983.0418728513,3193.28772270836,3100.60927365473,3114.69608592822,3099.9422899117,3236.57494513146,3268.63890723473,3300.73510980871,3213.90261080059,3020.98332805417,2911.60084214038,2775.74642272991,2664.43850995544,2433.37637275564,2385.44881834294,2382.02263952585,2332.88691268977,16176.84325578702
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Angola,AGO,76.345,76.372,76.418,76.438,76.473,76.511,76.535,76.561,76.576,76.564,76.561,75.92,75.701,75.477,75.248,75.017,74.784,74.55,74.315,74.079,73.852,75.895,74.189,74.235,74.153
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Angola,AGO,659,629,602,538,499,462,437,401,372,348,321,301,278,267,262,249,236,220,208,202,195,211,185,183,229.4
Gross savings (% of GDP),OTHER,Angola,AGO,27.58794812724584,21.55572647286878,28.8768162483063,26.0554613307072,33.5360055149557,41.1876533535864,43.4545835874633,41.4989702286428,38.6588586441279,27.6578736259277,36.9873385993239,37.8885498383559,37.2329984062724,31.9785711967399,29.8579651106811,24.817554929518302,24.0174901670151,23.0996694434161,25.0999238237662,32.1029953163417,28.065981548237,38.2908476584533,36.6224076835239,28.3705042293177,29.9213758978921
"Adolescent fertility rate (births per 1,000 women ages 15-19)",OTHER,Antigua and Barbuda,ATG,61.851,59.991,56.432,53.866,51.976,50.109,48.992,49.104,54.489,50.957,42.685,40.725,37.781,34.252,34.168,35.946,31.44,31.069,28.173,31.691,33.916,33.751,33.469,32.932,71.02019931500973
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,6.20349167681688,-4.54806804210732,1.027224986623,6.07689599725983,5.76673543217628,6.47391719763229,12.7080125311953,9.31533050979209,-0.0140064472754204,-11.9629660759428,-7.84043006330508,-1.95872181050282,3.37283525153347,-0.600715511931753,2.21145251322996,1.44515529873077,4.09976553877765,2.46333336590416,6.95318609219737,3.10044514982847,-18.8803992026325,8.1917184618173,9.51639564359461,3.86201218730389,4.249096710304288
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Antigua and Barbuda,ATG,15958.3132753462,15000.8336257587,14965.4696892062,15701.2446362213,16430.5408564489,17298.2265678329,19256.3006281792,20766.6864243165,20461.256479537202,17743.6223972972,16132.6118723322,15631.2134928755,15986.5855542187,15745.4753067356,15966.5831000524,16080.6580495873,16635.7318893628,16951.5063540798,18038.8532949834,18508.9783729509,14935.6150238496,16071.0843222933,17507.389224109502,18090.7735177058,2492.418475949058
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Antigua and Barbuda,ATG,71.2016,55.3815738651502,62.07770350242362,53.97511133934718,62.003749136000025,43.20612284703742,61.79921226356338,59.75420852427944,66.93072380753878,45.9066,60.2023230669649,35.303599999999996,50.3218,50.0592,56.6878,60.42983514936954,49.6095782042513,54.6378,57.44716519719932,57.233,60.9532,49.0326,55.69202706909924,45.901635797284015,66.76905535392916
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Antigua and Barbuda,ATG,37,36,36,33,34,33,32,32,31,32,31,31,30,32,32,30,28,31,31,32,35,32,36,35,288.8
Gross savings (% of GDP),OTHER,Antigua and Barbuda,ATG,30.96202749564548,11.254309561017406,18.786687238708062,15.064577063843211,29.08912207865216,27.1903122105432,24.53073557501446,26.17799213914272,24.55315453815182,22.62802174618352,24.18329676276608,20.25403021039782,26.03233321205706,24.42614601911082,21.49740764323902,25.84618431726218,28.67715367185606,17.597372748933452,99.59629388348252,26.26067611670128,22.9088423192267,24.510793699009334,25.77431452524734,38.56717224731464,25.76739141920598
"Adolescent fertility rate (births per 1,000 women ages 15-19)",OTHER,Arab World,ARB,55.3457901016305,54.2744831205463,53.3509747451134,53.4529533711241,53.328482889199,53.5610562945196,54.2516795048847,54.3604157424274,53.7586845419274,53.8579989173616,54.1352702634522,54.0444839925557,54.1955427774325,54.3389363832737,53.9058375875414,53.3364902784979,51.8724233816746,51.0735774541458,49.1608732965002,47.9923596700881,47.305824741482,46.2122880151709,45.4494514185272,44.7865562834154,41.36689143525274
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Arab World,ARB,6.35412317112551,2.10310322176423,1.22934163986469,4.28125391037246,9.07659282911011,5.56928709311491,6.29548854125636,4.60990039080701,5.56564270796378,0.649051133166935,4.83646532090719,3.56935121317565,5.00270566095091,2.55032813218976,2.52235146526188,3.24398890309855,3.61430679933925,1.53775331351054,2.63004003510846,1.58371466354251,-4.71178424288769,4.03110635309368,5.72143310855439,1.02075134315025,3.9823601434693656
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Arab World,ARB,4893.6631943178,4876.89837403506,4820.09715958828,4910.13320510263,5232.64310888032,5394.48128910204,5597.07531963926,5709.61638522281,5875.93648183759,5769.66769645566,5929.23053919259,6000.79531315401,6152.57616897,6149.32508537486,6158.30581587356,6203.70263640435,6280.66200783002,6250.57330764312,6301.93583430925,6282.38539738825,5861.7972778436,6006.44027367001,6205.86983685352,6134.9537454339,3399.870558836506
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Arab World,ARB,21.1746484843582,21.0293380671278,20.3041070798047,20.5046187538359,20.6818909689257,20.8747985610423,21.1395068864078,21.6958633681213,21.3274329880658,21.6539345999516,21.8276322877158,21.9070231857187,21.6706438993972,21.8121760850312,21.950452567213,21.8980838622898,21.9299843293251,21.0818163184494,20.0395509239833,19.4254390637069,18.9184059855402,19.1856607524658,19.0421307920552,19.5795882268564,19.3209398151299
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Arab World,ARB,245,237,229,226,215,206,200,189,181,170,170,161,150,145,140,137,135,133,134,130,138,158,129,121,35.6
Gross savings (% of GDP),OTHER,Arab World,ARB,24.28104423383168,25.0404398429307,25.16359105781466,22.71042363319378,25.80035656600518,41.5996819787771,42.9854622935212,42.4319000701973,45.0115272556071,31.8894829754538,37.2162273668023,41.038134913808904,39.7873591597965,37.4179501676266,33.3466788225879,24.2854072168984,23.6541525794993,27.1763459993961,30.2990312091125,28.8390327233051,21.7120674564225,29.6903430896242,35.9429628506721,28.7651442600424,27.89992635181538
"Adolescent fertility rate (births per 1,000 women ages 15-19)",OTHER,Argentina,ARG,65.808,63.491,62.126,60.002,61.681,63.546,64.156,64.562,66.357,65.923,65.927,66.764,64.852,66.104,66.613,63.879,58.79,55.022,49.926,41.751,31.492,28.54,25.767,26.414,100.31655932905879
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,5.26987967384072,-1.61100162090189,2.0115333740408796
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Argentina,ARG,10631.6503639029,10051.9448463043,8861.56199282278,9545.53194119994,10302.4465316428,11099.7509190602,11870.2791559298,12811.9021206578,13197.3570267029,12285.3784651865,13387.155374845801,14040.6189124444,13754.4254235596,13946.0950832252,13456.1319159151,13679.6264980954,13265.8860639123,13520.1129846159,13058.3285449954,12706.3978108968,11393.0505957877,12549.2811699342,13182.7933950725,12933.2497342121,3094.4616652511013
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,Argentina,ARG,58.002,57.126,55.04,56.252,57.493,56.291,57.087,56.339,55.575,56.312,55.169,55.555,55.903,55.492,55.135,55.241,55.35,55.45,57.347,58.254,54.389,59.121,61.047,62.147,62.211
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,Argentina,ARG,58,60,59,61,58,57,60,62,59,62,55,48,49,47,43,39,40,38,38,36,40,76,39,33,410.2
Gross savings (% of GDP),OTHER,Argentina,ARG,14.3684376958258,14.2140728227831,21.3431768782392,21.7345330075457,13.7828348747865,13.7086097328953,21.4172295393985,22.2314441717013,21.1268023980529,18.3213663046327,17.3318557921569,17.3332165460366,16.2099451316674,15.1944663729121,15.909027608976,14.3058273001867,14.6222549674317,13.0688485783361,11.3939154141372,13.6907954449568,15.0121353189386,19.4128951075758,17.2199371248765,15.8917417806538,15.190497473500301
"Adolescent fertility rate (births per 1,000 women ages 15-19)",OTHER,Armenia,ARM,37.273,33.063,32.184,32.048,32.104,30.055,28.542,27.88,28.827,29.88,31.803,31.179,29.525,26.982,25.716,25.103,24.38,21.153,18.657,16.328,13.735,13.66,13.487,13.445,35.0712
