Country Name,Series Name,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Andorra,GDP per capita (constant 2015 US$),36277.2644412087,37637.4868329126,36206.9784343227,35684.169433471,37300.6244183478,38654.9347203095,40085.0205971586,39361.0622634329,39242.1448960772,39346.2750344286,34536.6499209948,36929.0191515162,39780.3966116268,40227.2335282714
Andorra,"Life expectancy at birth, total (years)",84.197,84.296,84.334,84.406,84.485,84.532,84.489,84.359,84.242,84.098,79.418,82.331,84.016,84.041
Angola,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",321,301,278,267,262,249,236,220,208,202,195,211,185,183
Angola,GDP per capita (constant 2015 US$),3114.69608592822,3099.9422899117,3236.57494513146,3268.63890723473,3300.73510980871,3213.90261080059,3020.98332805417,2911.60084214038,2775.74642272991,2664.43850995544,2433.37637275564,2385.44881834294,2382.02263952585,2332.88691268977
Angola,"Life expectancy at birth, total (years)",57.242,58.093,58.916,59.705,60.396,61.042,61.619,62.122,62.622,63.051,63.116,62.958,64.246,64.617
Antigua and Barbuda,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",31,31,30,32,32,30,28,31,31,32,35,32,36,35
Antigua and Barbuda,GDP per capita (constant 2015 US$),16132.6118723322,15631.2134928755,15986.5855542187,15745.4753067356,15966.5831000524,16080.6580495873,16635.7318893628,16951.5063540798,18038.8532949834,18508.9783729509,14935.6150238496,16071.0843222933,17507.389224109502,18090.7735177058
Antigua and Barbuda,"Life expectancy at birth, total (years)",76.701,77.023,77.1,77.05,76.912,76.892,76.968,77.03,77.132,77.168,77.161,77.197,77.483,77.598
Argentina,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",55,48,49,47,43,39,40,38,38,36,40,76,39,33
Argentina,GDP per capita (constant 2015 US$),13387.155374845801,14040.6189124444,13754.4254235596,13946.0950832252,13456.1319159151,13679.6264980954,13265.8860639123,13520.1129846159,13058.3285449954,12706.3978108968,11393.0505957877,12549.2811699342,13182.7933950725,12933.2497342121
Argentina,"Life expectancy at birth, total (years)",75.68,76.1,75.802,75.829,76.268,76.6,76.105,76.543,76.77,76.847,75.878,73.948,75.806,77.395
Armenia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",28,27,27,26,26,25,25,24,24,23,43,57,27,19
Armenia,GDP per capita (constant 2015 US$),2796.08143428043,2943.83687119315,3159.75860786889,3266.29882999873,3393.09252326884,3512.39350276709,3533.88503607007,3815.3747426037,4027.83393010979,4343.45839583019,4032.09043454955,4264.79961505187,4791.00481712183,5151.01273118105
Armenia,"Life expectancy at birth, total (years)",73.1731707317073,73.8170731707317,74.119512195122,74.6219512195122,74.8731707317073,74.8707317073171,74.8682926829268,75.2170731707317,75.619512195122,76.2219512195122,73.3756097560976,72.2780487804878,74.7658536585366,77.4658536585366
Australia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",5,6,6,6,6,6,6,6,5,5,5,4,4,2
Australia,GDP per capita (constant 2015 US$),53578.8125049759,54111.357240336,55257.5739287362,55728.0174035719,56327.8533063277,56739.0265346593,57401.0662268939,57750.6482221688,58530.7821697117,58924.733646242,58132.798523626,59276.503107197,61009.8077147403,61583.9188935304
Australia,"Life expectancy at birth, total (years)",81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.2,83.3,83.2,83.0512195121951
Austria,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",6,6,6,6,7,7,6,6,7,7,6,6,7,6
Austria,GDP per capita (constant 2015 US$),43035.407467795,44146.1957578601,44221.4600041556,43851.3675464788,43838.8346845363,43915.228020857,44362.6702918145,45056.6386908289,45951.5818951582,46550.5623430785,43428.6983141255,45313.3990043754,47250.969589759,46338.9571249412
Austria,"Life expectancy at birth, total (years)",80.5804878048781,80.9829268292683,80.9365853658537,81.1365853658537,81.490243902439,81.190243902439,81.6414634146342,81.6439024390244,81.6926829268293,81.8951219512195,81.1926829268293,81.190243902439,81.2951219512195,81.5414634146342
Azerbaijan,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",28,27,28,24,23,21,22,22,21,21,21,55,32,18
Azerbaijan,GDP per capita (constant 2015 US$),5215.20415429496,5152.83850244744,5194.92091665083,5426.09594155961,5506.18169600319,5500.50364628486,5270.738165712,5229.7098898586,5262.36870473368,5348.45318851823,5083.56025445721,5345.43986445831,5595.25578671563,5651.34563872949
Azerbaijan,"Life expectancy at birth, total (years)",70.309,70.565,71.08,71.485,71.93,72.349,72.568,72.694,73.016,73.29,70.312,70.999,74.125,74.429
"Bahamas, The","Maternal mortality ratio (modeled estimate, per 100,000 live births)",79,74,71,74,78,83,77,79,82,82,84,174,80,76
"Bahamas, The",GDP per capita (constant 2015 US$),30675.1646102905,30510.3112586785,31111.9605332274,29943.2833151727,30229.5788172228,30289.4022514831,29788.630398974,30432.0034857242,31054.8232648137,30481.3536731138,23879.3136835653,27522.0226408093,30400.100277377,31053.8006388734
"Bahamas, The","Life expectancy at birth, total (years)",73.449,73.571,73.707,73.93,74.029,73.805,74.042,74.031,74.062,71.408,72.994,70.752,74.491,74.552
Bahrain,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",18,18,17,17,16,16,17,17,16,17,7,10,5,17
Bahrain,GDP per capita (constant 2015 US$),22224.0736166249,23288.0449398313,23894.8804447088,24271.6278814506,24135.4991304849,23734.0551143019,23715.2791328712,23606.8867501313,24059.7838641562,24873.6640060134,23586.9309581516,24086.7847803428,25187.1425681324,25076.6545031009
Bahrain,"Life expectancy at birth, total (years)",78.593,79.141,79.622,79.998,80.214,80.338,80.407,80.407,80.412,80.471,78.683,78.083,80.992,81.284
Bangladesh,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",275,258,244,230,217,204,191,179,168,157,152,194,131,115
Bangladesh,GDP per capita (constant 2015 US$),943.66422864236,995.579947155662,1050.39140404066,1103.15695907123,1159.40753475981,1224.38647668165,1299.83091360792,1373.75363740186,1462.25050255713,1564.20802445636,1604.6659234742,1702.08028414189,1804.3493461776,1885.37733613545
Bangladesh,"Life expectancy at birth, total (years)",68.009,68.499,68.989,69.487,70.016,70.543,71.075,71.606,72.122,72.625,71.421,71.103,74.265,74.672
Barbados,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",42,41,40,40,39,37,36,37,37,36,39,38,38,35
Barbados,GDP per capita (constant 2015 US$),19763.952363572,19555.7321072204,19438.2179113021,19191.4375467197,19160.122299023,18954.2913724506,19251.9834223357,19237.287488428,18974.8571786909,19064.9975884863,16166.6559507829,16099.7749737734,18959.3351638653,19734.2380260921
Barbados,"Life expectancy at birth, total (years)",75.488,75.599,75.737,75.816,75.926,76.055,76.168,76.237,76.378,76.495,76.647,76.58,75.676,76.178
Belarus,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",3,2,2,2,2,1,1,1,1,1,2,2,1,1
Belarus,GDP per capita (constant 2015 US$),5616.10598460952,5941.70254722329,6052.65016288478,6115.445804695,6212.92980286522,5967.06856034227,5811.21387285116,5964.90929450138,6165.92623183228,6267.7483339582,6252.00220091446,6457.74418441168,6206.63221336061,6482.80295076287
Belarus,"Life expectancy at birth, total (years)",70.4048780487805,70.5536585365854,71.9658536585366,72.4707317073171,72.9707317073171,73.6243902439025,73.8268292682927,74.1292682926829,74.1756097560976,74.2268292682927,72.1385609756098,72.0714634146342,74.1033658536585,74.1837804878049
Belgium,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",6,6,5,6,5,5,5,5,5,4,4,7,11,4
Belgium,GDP per capita (constant 2015 US$),39991.5646228587,40236.9596151297,40074.4928091814,40007.8997697861,40533.9134833922,40893.804537772,41172.8862464509,41619.3286089022,42208.3625852238,43006.4042605622,40769.0218401768,43119.894333477,44583.5767711768,44731.0420983801
Belgium,"Life expectancy at birth, total (years)",80.1829268292683,80.5853658536585,80.3853658536585,80.5878048780488,81.2878048780488,80.9926829268293,81.4390243902439,81.4926829268293,81.5951219512195,81.9951219512195,80.6951219512195,81.790243902439,81.7487804878049,82.3975609756098
Belize,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",41,39,40,41,44,47,51,56,60,61,88,157,110,67
Belize,GDP per capita (constant 2015 US$),5919.55662085777,5777.83112948952,5866.25148992843,5998.17830945783,6109.47778375326,6154.49593498217,6016.49646985703,5772.92692023491,5729.21045186202,5886.9622354935,5003.87784847193,5824.30394264153,6269.37997445105,6212.26051785042
Belize,"Life expectancy at birth, total (years)",70.875,70.975,71.134,71.276,71.437,71.647,71.843,72.062,72.322,72.577,71.58,70.917,72.19,73.566
Benin,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",607,613,618,607,605,606,604,592,585,572,578,584,547,518
Benin,GDP per capita (constant 2015 US$),928.246655356464,927.716412864011,943.918771558781,982.399206319429,1014.43300624336,1002.41886882564,1006.03926635984,1032.90471197222,1071.50452160085,1114.17304529722,1126.6540412547,1176.37727640735,1218.50010515449,1263.62565116943
Benin,"Life expectancy at birth, total (years)",58.387,58.462,58.559,58.863,59.008,59.123,59.283,59.528,59.71,59.888,60.154,59.61,60.475,60.774
Bhutan,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",107,96,86,79,73,68,63,58,55,52,51,50,49,47
Bhutan,GDP per capita (constant 2015 US$),2378.72810818592,2552.48871081346,2654.7479890751,2671.07460167268,2797.81883896042,2954.04081973327,3173.36773176318,3211.80903329561,3300.55006453134,3467.3859894972,3092.12428419388,3206.20367057183,3349.73309611324,16220.846707282954
Bhutan,"Life expectancy at birth, total (years)",68.765,69.28,69.759,70.161,70.504,70.797,71.119,71.413,71.711,72.005,72.253,72.448,72.754,72.975
Bolivia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",196,187,180,175,171,166,162,160,157,156,218,270,164,146
Bolivia,GDP per capita (constant 2015 US$),2481.40700559612,2568.52051362119,2657.23884603876,2793.51456770698,2900.90241433528,2996.01289804214,3077.57057479881,3160.16421043125,3246.7643418883,3272.38170834596,2949.81954615545,3098.35062100148,3172.91046271232,3226.08755673382
Bolivia,"Life expectancy at birth, total (years)",66.003,66.282,66.586,66.777,66.97,67.205,67.392,67.536,67.699,67.82,62.906,61.427,67.434,68.581
Bosnia and Herzegovina,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",8,7,7,7,7,7,7,7,7,6,7,13,12,6
Bosnia and Herzegovina,GDP per capita (constant 2015 US$),3980.04128344756,4093.05152243746,4138.70218363601,4305.4675564178,4411.38102277262,4662.25883724069,4876.5347244666,5099.81613758953,5360.17443893099,5583.29732033466,5490.75367062899,5995.44817572385,6327.06293910437,6507.01987550791
Bosnia and Herzegovina,"Life expectancy at birth, total (years)",76.827,76.963,77.037,77.129,77.089,77.073,77.124,77.385,77.942,77.394,76.04,74.567,76.777,77.85
Botswana,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",228,269,288,221,212,141,72,46,99,100,98,165,120,155
Botswana,GDP per capita (constant 2015 US$),5584.62949436356,5850.21717127884,5743.05277966638,6285.11821840855,6547.1232682172,6141.20394726616,6490.83463593483,6662.57549449506,6843.80580621129,6951.71989827806,6254.2461755493,6896.17866856924,7159.8638374729,7235.92910677284
Botswana,"Life expectancy at birth, total (years)",59.137,59.715,60.384,61.217,62.167,63.215,64.32,65.42,66.371,67.167,67.643,63.303,68.749,69.163
Brazil,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",66,62,60,61,63,63,64,61,62,65,85,128,104,67
Brazil,GDP per capita (constant 2015 US$),8792.63436164336,9067.99316393419,9167.49923975685,9366.73932481225,9338.34278324839,8936.19661756825,8577.8437669383,8628.25308951214,8722.33630361577,8771.44051336065,8435.01143297182,8799.22945854927,9032.08481611491,9258.05329063487
Brazil,"Life expectancy at birth, total (years)",73.779,74.047,74.335,74.609,74.823,75.106,75.081,75.383,75.633,75.809,74.506,73.038,74.872,75.848
Brunei Darussalam,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",40,40,40,40,40,39,39,39,39,38,39,44,88,36
Brunei Darussalam,GDP per capita (constant 2015 US$),33121.3176732283,33754.3639675001,33544.538880398,32381.0738305277,31148.729616258,30625.128732694,29492.4145383772,29524.65904505,29200.1951241759,29996.2405849189,30015.9587299585,29256.1832859253,28549.175527547,28725.115657314
Brunei Darussalam,"Life expectancy at birth, total (years)",74.82,74.835,74.843,74.854,74.862,74.88,74.905,74.943,74.992,75.049,75.114,74.869,72.917,75.327
Bulgaria,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",9,8,7,7,7,7,7,7,7,6,9,9,10,6
Bulgaria,GDP per capita (constant 2015 US$),6434.55247966718,6611.30386682636,6699.50303013555,6700.53599670634,6802.71036465632,7078.86032298969,7344.44354121172,7601.43845373389,7851.72598908168,8206.78129446627,7990.69254981114,8682.88223826466,9352.32652776208,9819.57352949265
Bulgaria,"Life expectancy at birth, total (years)",73.5121951219512,74.1634146341463,74.3146341463415,74.8609756097561,74.4658536585366,74.6146341463415,74.8121951219512,74.8146341463415,74.9634146341464,75.1121951219512,73.3560975609756,71.2121951219512,74.1609756097561,75.7073170731707
Burkina Faso,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",404,388,376,361,344,328,313,298,286,274,334,354,316,242
Burkina Faso,GDP per capita (constant 2015 US$),561.847221302489,581.603658737407,600.731343697818,616.741331164082,624.576885187665,630.124750752312,648.420480176012,669.276310328333,694.492813126351,717.021595096634,713.8421779224,745.472563435144,739.363021191451,744.165760639938
Burkina Faso,"Life expectancy at birth, total (years)",56.343,57.001,57.457,57.903,58.331,58.778,59.173,59.578,59.972,60.184,60.454,60.046,60.7,61.092
Burundi,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",614,597,575,555,533,525,501,482,464,449,441,447,412,392
Burundi,GDP per capita (constant 2015 US$),289.856950614392,290.948032142504,293.232620547249,296.816900573427,299.077479357732,280.966831311923,274.513363399011,269.47688960656,265.672394335817,261.750180238427,255.078218433565,255.917950730796,253.69164159159,253.530723439042
Burundi,"Life expectancy at birth, total (years)",57.088,57.804,58.501,59.179,59.764,60.107,60.789,61.345,61.806,62.18,62.569,62.101,62.882,63.651
Cabo Verde,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",61,55,51,50,48,46,44,43,43,41,56,56,42,40
Cabo Verde,GDP per capita (constant 2015 US$),3194.61667734233,3309.20121643898,3341.7421054836,3361.09387702205,3383.8422809791,3415.06266730931,3560.1400729534,3719.71306047915,3853.67940035241,4115.90283469406,3255.93628984058,3471.6553421786,3997.76763250653,4195.75433916189
Cabo Verde,"Life expectancy at birth, total (years)",72.507,72.913,73.315,73.481,73.788,74.096,74.35,74.71,74.84,75.449,73.818,74.424,75.907,76.059
Cambodia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",234,214,197,182,172,166,159,155,151,149,164,189,159,137
Cambodia,GDP per capita (constant 2015 US$),1155.85236856699,1221.38839852454,1295.25271477893,1376.29557595926,1464.53115866927,1547.32010444393,1645.46671578126,1753.93530504662,1884.28374817086,2008.32094006706,1908.63427518336,1938.76436741728,2010.76673658328,2083.59301849948
Cambodia,"Life expectancy at birth, total (years)",67.311,67.869,68.371,68.755,69.117,69.398,69.635,69.842,69.993,70.127,70.059,69.301,70.528,70.668
Cameroon,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",562,541,500,469,440,417,393,372,354,336,316,342,276,258
Cameroon,GDP per capita (constant 2015 US$),1290.9013745759,1297.3064962694,1319.66961634054,1347.2130636706,1381.81938454907,1415.00009710569,1435.61830727839,1444.90682916573,1461.01969999317,1470.31785276187,1434.51913723409,1443.57600237663,1458.66180431693,1466.76885819356
Cameroon,"Life expectancy at birth, total (years)",56.965,57.482,58.17,58.73,59.13,59.687,60.293,60.817,61.189,61.695,61.674,61.146,62.443,63.7
Canada,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",11,11,11,11,12,11,12,12,13,12,17,14,15,12
Canada,GDP per capita (constant 2015 US$),41164.3399062659,42043.6419607016,42320.6431282192,42851.1705330235,43643.2356474848,43594.1941045394,43551.3426018259,44339.3886692751,44907.3436837248,45100.2914903262,42366.1285192527,44359.6167266713,45227.1447354204,44468.7475023539
Canada,"Life expectancy at birth, total (years)",81.3221951219512,81.4826829268293,81.6636585365854,81.7448780487805,81.7843902439025,81.8258536585366,81.94,81.8129268292683,81.8087804878049,82.1636585365854,81.5351219512195,81.5168292682927,81.2453658536585,81.6465853658537
Central African Republic,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1230,1131,1092,1092,1034,981,962,1093,881,1650,1296,1127,841,692
Central African Republic,GDP per capita (constant 2015 US$),519.141456408484,532.38295493852,553.729578314912,349.821171688973,351.561554911625,366.322853938121,376.858254120398,387.35795131742,395.020015455909,401.82582161435,398.834274122139,396.020622931961,399.106838645128,398.330979969132
Central African Republic,"Life expectancy at birth, total (years)",46.871,50.107,51.336,49.487,40.265,51.934,50.999,45.231,52.297,31.53,50.596,40.279,18.818,57.408
Chad,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",1284,1264,1245,1216,1198,1176,1133,1085,1020,958,877,869,775,748
Chad,GDP per capita (constant 2015 US$),702.835158960433,679.01873437328,713.813698623546,728.044325802741,750.984908083218,747.588448455507,679.167834353956,637.440946195503,631.014596004206,630.861050028594,601.325555951846,574.17448671329,570.220902592433,567.181912180859
Chad,"Life expectancy at birth, total (years)",50.107,50.426,50.765,51.051,51.141,51.32,51.603,51.875,52.447,52.993,53.082,53.136,54.528,55.069
Chile,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",22,20,18,17,16,14,13,12,11,11,12,14,12,10
Chile,GDP per capita (constant 2015 US$),11649.2897086343,12252.8441071997,12882.8344179443,13182.7329616958,13285.9540361176,13433.9202985339,13505.0977104931,13473.3458532575,13763.0068840877,13630.5935431699,12679.0240036611,14053.8743826368,14272.2709917484,14226.5180749128
Chile,"Life expectancy at birth, total (years)",79.095,79.236,79.221,79.551,79.714,80.008,80.295,80.61,80.559,80.324,79.349,78.876,79.176,81.167
China,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",34,33,32,30,28,26,25,24,22,21,20,21,18,16
China,GDP per capita (constant 2015 US$),5647.06872713954,6152.69687271855,6591.66249405644,7056.42309152349,7532.78530130172,8016.44559489998,8516.52874235572,9053.22872461936,9619.20947510677,10155.5108830542,10358.1699971792,11223.2553476968,11555.9302384568,12175.1961147248
China,"Life expectancy at birth, total (years)",75.668,75.889,76.2,76.452,76.714,76.975,77.214,77.235,77.709,77.94,78.019,78.117,78.202,77.953
Colombia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",76,75,73,72,71,70,69,68,67,66,94,147,74,59
Colombia,GDP per capita (constant 2015 US$),5214.24547620131,5517.1011086899,5675.75617978305,5910.80592301166,6121.83982019825,6248.51490534512,6316.07067782542,6309.67745292518,6353.5464285392,6439.96359812647,5891.9552321540305,6457.16921807086,6854.20923557884,6819.17983072755
Colombia,"Life expectancy at birth, total (years)",74.876,75.18,75.611,75.834,75.95,76.067,76.228,76.418,76.579,76.793,74.757,72.698,76.508,77.725
Comoros,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",305,291,274,260,247,237,225,219,209,202,198,215,186,179
Comoros,GDP per capita (constant 2015 US$),1272.60723213062,1299.11100609207,1313.58194779807,1343.54690686187,1342.32965963909,1329.37048235986,1345.62616538094,1369.41180288464,1391.84570443398,1389.36488019886,1359.7070894329,1359.76286116275,1368.37463227743,1382.51969363483
Comoros,"Life expectancy at birth, total (years)",62.747,63.105,63.463,63.839,64.143,64.473,64.792,65.127,65.401,65.662,65.756,65.201,66.481,66.777
"Congo, Dem. Rep.","Maternal mortality ratio (modeled estimate, per 100,000 live births)",601,589,578,567,558,545,526,519,508,493,489,507,456,427
"Congo, Dem. Rep.",GDP per capita (constant 2015 US$),380.578038274352,393.616173563894,407.671076943679,427.458520350728,452.339650501681,467.9145805459,462.47214741215,462.482920889479,473.294077418165,478.632426258904,471.504423341186,484.784649973339,511.299266278693,537.269316970327
"Congo, Dem. Rep.","Life expectancy at birth, total (years)",56.411,56.911,57.35,57.795,58.236,58.658,59.081,59.495,59.926,60.242,60.428,60.044,60.979,61.895
"Congo, Rep.","Maternal mortality ratio (modeled estimate, per 100,000 live births)",382,378,374,320,302,284,263,262,259,245,247,301,241,241
"Congo, Rep.",GDP per capita (constant 2015 US$),2332.28508055953,2307.49384399715,2467.06102906839,2390.65754938662,2488.68118548992,2439.35189403696,2174.19310251224,2003.27121075187,1909.9560382117,1885.51080877731,1725.51040049963,1701.79060456872,1686.00234391385,1677.08549205924
"Congo, Rep.","Life expectancy at birth, total (years)",61.731,62.286,62.662,62.969,63.349,63.662,63.911,64.203,64.472,63.152,64.391,64.192,65,65.772
Costa Rica,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",29,28,27,27,27,26,27,27,28,26,34,44,27,24
Costa Rica,GDP per capita (constant 2015 US$),10285.0856660419,10612.4694861141,11001.5192856576,11151.1437869768,11422.6735793176,11714.7105980732,12084.4351325634,12468.5654531709,12679.5253643016,12877.650101079,12242.2098908533,13146.6927918465,13686.1614090822,14318.8389652137
Costa Rica,"Life expectancy at birth, total (years)",79.354,79.624,79.925,80.189,80.231,80.407,79.988,79.994,80.09,80.296,79.725,78.05,79.316,80.799
Cote d'Ivoire,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",592,569,566,544,522,505,488,465,449,429,447,459,409,359
Cote d'Ivoire,GDP per capita (constant 2015 US$),1540.52927270246,1426.46463864534,1503.43433046682,1632.32712787006,1742.53693001178,1814.71855088017,1889.27777949938,1972.81431788947,2013.32307598499,2093.09994335779,2055.08483996432,2146.47635317946,2223.28825303231,2302.7469807991
Cote d'Ivoire,"Life expectancy at birth, total (years)",55.282,55.972,56.57,57.057,57.772,58.281,58.814,59.315,59.795,60.274,60.14,60.29,61.562,61.944
Croatia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",6,5,5,5,4,4,4,4,3,4,5,12,6,3
Croatia,GDP per capita (constant 2015 US$),11965.4854792127,11995.1325319122,11780.5330067439,11839.2458156921,11863.8584044911,12285.3032582105,12849.34640034,13485.8816667037,14060.7189510749,14641.2298817935,13544.9715102628,15394.4707328085,16616.3915356348,17147.1660226623
Croatia,"Life expectancy at birth, total (years)",76.4756097560976,76.7756097560976,77.1682926829268,77.5707317073171,77.7243902439024,77.2756097560976,77.9219512195122,77.7268292682927,77.919512195122,78.2243902439024,77.5243902439024,76.4243902439025,77.5756097560976,78.4731707317073
Cuba,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",44,44,42,42,42,41,40,39,39,40,40,172,41,35
Cuba,GDP per capita (constant 2015 US$),6716.49048497058,6902.16397571139,7109.24834185635,7307.82004410741,7392.48324633027,7727.91997207998,7774.0698462623,7927.27769340823,8120.43123558256,8124.75282059108,7252.31672155863,7379.01400369289,7552.3170665821,7433.44336192822
Cuba,"Life expectancy at birth, total (years)",77.876,78.051,78.162,78.028,77.825,77.745,77.571,77.3,77.426,77.413,77.407,73.201,77.629,78.085
Cyprus,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",10,10,10,10,11,11,12,12,13,13,87,98,53,14
Cyprus,GDP per capita (constant 2015 US$),26090.048828125,25538.78125,24285.49609375,22738.490234375,22581.828125,23487.228515625,24916.6328125,26105.5859375,27406.4765625,28625.779296875,27391.58984375,30227.91796875,32015.3515625,32341.302734375
Cyprus,"Life expectancy at birth, total (years)",80.632,80.855,81.128,81.317,81.337,81.464,81.534,81.543,81.556,81.454,81.23,80.573,80.434,81.648
Czechia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",4,4,4,3,3,3,3,3,3,3,3,4,3,3
Czechia,GDP per capita (constant 2015 US$),16665.9317833287,16926.2846655313,16772.3539228258,16759.7808654377,17118.0425569684,17931.5987670768,18359.0978117405,19257.6930673781,19736.629527594,20360.0599218778,19233.1469565497,20373.8783032185,20627.3486496304,20245.6557955904
Czechia,"Life expectancy at birth, total (years)",77.4243902439025,77.8731707317073,78.0756097560976,78.1756097560976,78.8243902439024,78.5780487804878,79.0268292682927,78.9780487804878,79.0292682926829,79.2292682926829,78.2268292682927,77.2219512195122,78.9292682926829,79.8780487804878
Denmark,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",7,6,6,5,5,5,5,5,5,4,4,8,6,4
Denmark,GDP per capita (constant 2015 US$),51209.4492636368,51667.5313181951,51470.6898338005,51970.3909405024,52368.3625852985,53094.0133607574,54300.2039530893,55601.0145649906,56355.0733009054,57114.6227285377,55934.5556066994,59803.9202099741,60248.6712302435,61295.9818623394
Denmark,"Life expectancy at birth, total (years)",79.1,79.8,80.0512195121951,80.3,80.7,80.7024390243902,80.8536585365854,81.1024390243903,80.9536585365854,81.4512195121951,81.6024390243903,81.4048780487805,81.3048780487805,81.8536585365854
Djibouti,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",243,229,221,219,212,210,204,201,199,194,192,221,174,162
Djibouti,GDP per capita (constant 2015 US$),869.552043593205,3041.77717927473,823.580468285493,NA,NA,2439.35189403696,NA,2351.57441747595,NA,NA,2433.37637275564,3621.25805750801,2631.5518630347,4021.0051331996
Djibouti,"Life expectancy at birth, total (years)",60.743,61.337,61.719,62.116,62.427,62.833,63.335,63.71,64.105,64.381,64.2,63.83,65.54,65.987
Dominica,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",50,49,51,50,53,63,48,44,43,41,47,110,44,36
