Country Name,Country Code,Series Name,Series Code,2024 [YR2024],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000]
Afghanistan,AFG,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,..,31.6,31.5,31.5,31.7,32,32.2,32.5,32.7,32.9,33.2,33.4,33.7,34,34.4,34.9,35.3,35.7,36.2,36.6,37,37.4,37.8,38.2,38.6
Afghanistan,AFG,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Afghanistan,AFG,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Afghanistan,AFG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albania,ALB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,14797555219.3842,12266743273.595,12449979123.8861,12442708487.5931,10717903287.8611,9972441813.86917,9442334426.19139,11106516465.2136,10878878367.4931,10216293757.2316,10906001758.6098,10224245606.389,10297867629.9399,11289217439.7528,9593087198.1755,8208357748.01547,7341407675.19719,6571619027.00355,5165500600.83169,3991381781.24409,3631640057.60978,3209365254.07746
Albania,ALB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,12.789,12.827,13.002,14.004,14.949,15.456,16.778,18.518,20.656,21.767,21.632,21.339,20.638,19.725,19.237,18.855,15.882,16.517,18.216,17.662,15.889,13.511,8.811,14.743
Albania,ALB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,22.0214633806098,21.9651231531471,21.0345962272774,21.1496264309459,17.6597903495393,17.4529323837655,20.5134893967756,20.3759178386701,19.3198339638298,19.2842860509977,17.5478244127555,19.8251459809488,19.4528062421901,21.0124747268875,21.2897276645106,17.4523346524257,18.1029506254476,25.5767185487008,30.8947035825787,31.7887846329463,31.6642389460702,29.3339744738154,29.1883840672743,32.3691913409345,29.2778299642183
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.21448953273292,4.75976421930107,6.72520271530048,2.04147163139549,1.62088661717011,1.41109078954246,2.02805963071136,1.98666133171199,1.2754316836741,1.89617402592365,1.6258650440261,1.93762080205229,2.03159268395301,3.42912324722163,3.62604695579816,2.26692209450831,3.32087090389264,2.93268248162323,2.37072831904282,2.36658195679796,2.28001916938101,0.48400261181847,7.77052583431552,3.10758827031434,0.0500181363468309
Albania,ALB,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,57.947,56.395,52.473,52.211,52.874,51.322,49.567,49.733,47.036,43.984,43.945,48.842,52.49,46.862,46.128,45.657,36.727,27.31,27.3,27.28,27.17,49.28,..,44.3
Albania,ALB,"Population, female",SP.POP.TOTL.FE.IN,1372731,1388342,1404107,1420794,1433321,1441278,1447593,1451282,1452738,1455176,1459483,1462516,1465129,1467424,1472265,1481568,1493648,1507288,1520970,1533025,1543523,1552793,1561561,1568260,1580903
Albania,ALB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.5681173021368,50.5592257940608,50.5494750333144,50.5321030475471,50.5073201033164,50.4969133555863,50.5025341791999,50.5064965222033,50.5106861393867,50.5146220699972,50.5168144640551,50.5170807405352,50.5147071962788,50.5103547857053,50.5408333535356,50.6083107095101,50.678265111446,50.7501603599473,50.8252729030234,50.9059187122642,50.9928814344791,51.0851685664961,51.1817621122041,51.2474173619353,51.1780091069682
Albania,ALB,"Population, male",SP.POP.TOTL.MA.IN,1341886,1357630,1373582,1390872,1404528,1412913,1418783,1422175,1423363,1425527,1429621,1432576,1435272,1437771,1440756,1445951,1453666,1462729,1471577,1478462,1483416,1486823,1489449,1491913,1508124
Albania,ALB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.4318826978632,49.4407742059392,49.4505249666856,49.4678969524529,49.4926798966836,49.5030866444137,49.4974658208001,49.4935034777967,49.4893138606133,49.4853779300028,49.4831855359449,49.4829192594649,49.4852928037212,49.4896452142947,49.4591666464644,49.3916892904899,49.321734888554,49.2498396400527,49.1747270969766,49.0940812877358,49.0071185655209,48.9148314335039,48.8182378877959,48.7525826380647,48.8219908930318
Albania,ALB,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,..,82.7247030607583,82.7367154719638,78.2000268252336,78.2281022444637,77.8337160690102,76.1182961556716,74.509951295773,76.6620936290907,73.3253308806335,69.4367264460722,71.2640882186005,74.8203863417025,77.7192099262637,73.2539235915713,71.2930048530185,74.2970123022847,60.0880206799516,65.7122232916266,65.311004784689,64.4155844155844,63.3628731343284,69.2329305984827,..,65.3392330383481
Albania,ALB,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,..,26.259,25.502,29.173,25.696,25.851,25.796,27.789,34.838,40.821,32.813,27.066,23.349,19.466,31.837,27.959,27.295,24.943,..,11.536,..,..,5.72,..,..
Albania,ALB,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..,..,1.6,..,..,..,..,..,..,..,..,1.4,..,..,..,..,..,..,..,..,..
Albania,ALB,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,61.9,..,..,..,..,..,..,..,..,61.5,..,..,..,..,..,..,..,..,..
Albania,ALB,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,..,..,28.7972508591065,28.5613540197461,28.3333333333333,28.1133482475764,27.9320987654321,27.8807413376309,27.9050042408821,27.7628032345014,27.7511961722488,27.6464542651593,27.5862068965517,27.6029055690073,27.5769745649264,27.5187969924812,27.4914089347079,27.2908366533864,27.2300469483568,26.685393258427,26.3698630136986,26.271186440678,25.6410256410256,25.7861635220126,25.5813953488372
Albania,ALB,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,46,..,..,..,..,..,..,..,..,69.3,..,..,..,60.12268719,..,..,75.1,..,57.54509792
Albania,ALB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,44.4567077946667,44.3389184402962,4.22427486451311,3.69048919860368,..,..,36.2550631549433,..,..,..,45.9388082961143,..,..,..,..,..,..,..,..
Albania,ALB,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..,5.98624940916028,7.0845683315488,1.73816031643537,1.23594234534239,..,..,19.0816723832217,..,..,..,32.6740853606454,..,..,..,..,..,..,..,..
Albania,ALB,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..,12.9,..,..,..,..,..,..,..,..,..
Albania,ALB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,10.6,..,..,..,..,..,..,..,..,..,..,..,..,2.8,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,79.602,78.769,76.844,77.824,79.467,79.238,78.9,78.643,78.358,78.029,77.995,78.084,78.303,78.414,78.509,78.248,77.691,76.994,76.427,75.951,75.557,75.299,75.083,74.826
Albania,ALB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,81.446,80.781,79.002,80.345,81.06,81.001,80.795,80.625,80.451,80.267,80.387,80.589,80.916,81.108,81.282,81.076,80.584,79.943,79.303,78.753,78.329,78.142,78.031,77.926
Albania,ALB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,77.728,76.751,74.742,75.429,77.834,77.448,76.997,76.662,76.281,75.83,75.666,75.66,75.792,75.825,75.842,75.531,74.922,74.183,73.663,73.242,72.864,72.529,72.204,71.804
Albania,ALB,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,5.831,5.1,..,..,3.656,..,..,4.314,4.453,4.216,4.066,4.25,..,4.283,4.244,3.672,3.636,3.633,3.672,3.803,3.95
Albania,ALB,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..,24.7,24,23.4,22.9,22.6,22.3,21.9,21.4,21,20.6,20.3,20.1,20,19.9,20.1,20.4,20.6,20.9,21.2,21.4,21.7,21.9,22.3,22.7
Albania,ALB,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,..,25.5,25.3,25.1,24.9,24.7,24.5,24.2,23.9,23.5,23.2,23,22.8,22.7,22.7,23,23.4,23.8,24.4,24.9,25.6,26.2,26.9,27.6,28.4
Albania,ALB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albania,ALB,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albania,ALB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Algeria,DZA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,125758796095.107,118467610587.324,134133596932.454,134855486664.369,137393386936.339,133028752187.12,132830106034.379,163368109451.855,161726351236.125,161152271436.813,150591919490.774,124896109895.927,105062588527.001,122343503123.494,95847938917.1649,78821263687.4131,69201537821.746,61413738314.1801,50383016546.9952,42752422136.7965,41968599079.6174,39969924620.2215
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,8.698,8.977,9.343,9.901,10.328,9.495,9.978,10.5,10.294,10.196,10.141,9.665,9.68,9.401,9.559,9.161,8.795,8.403,7.87,7.789,7.727,7.74,8.065,8.658
Algeria,DZA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..,40.5638778400613,44.0735633044553,38.2887197873427,33.3370865103018,38.4710126213425,40.4707867726198,39.5071431458833,39.7661646648658,39.0474245747252,44.6816138062205,46.6091921321033,48.7214581573368,49.9884990977608,51.2246917782577,47.951550537097,56.6193922339831,55.806695499458,53.690661292423,50.7233014541467,..,..,..,..,..
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.04611455313434,9.32217375928322,9.26551551551553,7.22606307415477,2.41513094083414,1.95176821052892,4.26999020467084,5.59111590961664,6.39769480268757,4.78444700693889,2.91692692067458,3.25423910998847,8.89145091062317,4.5242115050527,3.91106195534028,5.73706036145628,4.85859062814939,3.67899574741699,2.31149918514424,1.38244656662118,3.96180030257187,4.268953958395,1.41830192345051,4.22598834854673,0.339163189071768
Algeria,DZA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,..,..,..,..,16.94,16.3,15.578,16.6,15.8,..,14.16,13.95,..,..,..,..,..,..,..,..,6.65
Algeria,DZA,"Population, female",SP.POP.TOTL.FE.IN,22939924,22614984,22270515,21912671,21551767,21175753,20780238,20373068,19956557,19543144,19136664,18741956,18358888,17988948,17633783,17288358,16955518,16643697,16359132,16098219,15854109,15624659,15408407,15195121,14978794
Algeria,DZA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.0019504293431,48.988123225655,48.9705213953571,48.9547207051373,48.9344772481397,48.9109032096307,48.8888857520056,48.868817658248,48.8523984680711,48.8340180115563,48.8117570628055,48.7891721000565,48.7669527887647,48.7460767817015,48.7279429701962,48.7127112663704,48.6990163013074,48.6808475664179,48.6538554307811,48.6215151354984,48.5900761075835,48.560254163546,48.529140998312,48.4983365314745,48.4689550277695
Algeria,DZA,"Population, male",SP.POP.TOTL.MA.IN,23874384,23549235,23206874,22848428,22490324,22118793,21724797,21316231,20894164,20476385,20068367,19672215,19287278,18914428,18554453,18202087,17861443,17545719,17264374,17011030,16774177,16551159,16342428,16136100,15925099
Algeria,DZA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.9980495706569,51.011876774345,51.0294786046429,51.0452792948627,51.0655227518603,51.0890967903693,51.1111142479944,51.131182341752,51.1476015319289,51.1659819884437,51.1882429371946,51.2108278999435,51.2330472112353,51.2539232182985,51.2720570298038,51.2872887336296,51.3009836986926,51.3191524335821,51.3461445692189,51.3784848645016,51.4099238924165,51.4397458364539,51.470859001688,51.5016634685255,51.5310449722305
Algeria,DZA,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,..,..,..,..,..,..,..,..,25.4786650021809,24.3895140052669,23.5203526996014,23.8848920863309,23.3038348082596,..,20.5634620970084,20.3175065540344,..,..,..,..,..,..,..,..,14.1640042598509
Algeria,DZA,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,..,..,..,..,..,..,..,..,44.944,45.302,39.016,39.78,39.22,..,37.57,34.56,..,..,..,..,..,..,..,..,..
Algeria,DZA,Wanted fertility rate (births per woman),SP.DYN.WFRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,..,..,47.7838608069597,47.7251810651835,47.6290336386202,47.5042398129899,47.3658272140358,47.2123116246872,47.0472554803632,46.8447370086714,46.5875785066294,46.2907093679895,45.9782983120909,45.6170703575548,45.1786482996126,44.7001817080557,44.4201909959072,44.3778801843318,44.4328824141519,44.5252604678592,44.6492007104796,44.7381671701913,44.7270648756788,44.7009102730819,44.6051167964405
Algeria,DZA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,53.6,..,..,..,..,..,57.12173594,..,..,..,..,..,..,61.4,..,..,..,57,..,64
Algeria,DZA,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,17.5,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,76.261,76.129,75.208,73.257,75.682,75.555,75.431,75.31,75.159,74.992,74.809,74.609,74.383,74.144,73.871,73.618,73.346,73.116,72.836,72.536,71.906,71.644,71.025,70.576
Algeria,DZA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,77.696,77.592,76.65,74.943,77.091,76.928,76.75,76.57,76.377,76.183,75.986,75.769,75.547,75.319,75.074,74.827,74.556,74.283,73.962,73.642,73.027,72.842,72.295,71.944
Algeria,DZA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,74.895,74.74,73.845,71.733,74.35,74.255,74.177,74.106,73.992,73.85,73.68,73.493,73.266,73.017,72.721,72.464,72.192,72.003,71.76,71.478,70.837,70.505,69.823,69.289
Algeria,DZA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,0.316,1.559,2.237,2.255,..,..,..,..,..,..,..,..,1.94,..,..,..,..,2.206,..,..
Algeria,DZA,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..,31.6,31,30.6,30.4,30.1,30,29.9,29.8,29.8,29.9,30,30.2,30.5,30.8,31.1,31.5,31.8,32.1,32.4,32.6,32.8,33,33.4,33.9
Algeria,DZA,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,..,35.2,34.8,34.3,34.1,33.8,33.6,33.4,33.3,33.2,33.2,33.2,33.4,33.5,33.8,34,34.2,34.5,34.7,34.9,35.1,35.3,35.5,35.8,36.1
Algeria,DZA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Algeria,DZA,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Algeria,DZA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
American Samoa,ASM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,..,34.181,34.104,34.214,34.149,34.278,35.427,37.274,39.45,42.174,43.059,42.076,40.138,38.084,35.792,35.118,34.624,33.607,35.852,38.191,41.905,42.685,44.466,46.153,48.376
American Samoa,ASM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population, female",SP.POP.TOTL.FE.IN,23163,23520,23912,24337,24591,24788,25098,25406,25713,26017,26303,26566,26805,27009,27171,27297,27409,27523,27631,27727,27800,27849,27866,27826,27687
American Samoa,ASM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.5306318828183,49.4928664618492,49.4642339994208,49.4403250380904,49.418219087237,49.3686516630153,49.2997308923766,49.2497964564029,49.2171349820075,49.2028670310343,49.195750570456,49.1899198252078,49.1934151847162,49.2003060332265,49.1969798475439,49.1589828554963,49.0954359819445,49.0492399265767,49.0137297335651,48.9729233269159,48.928156570101,48.8836229594523,48.8354567918543,48.7721942754982,48.6975639785419
American Samoa,ASM,"Population, male",SP.POP.TOTL.MA.IN,23602,24001,24430,24888,25170,25421,25810,26180,26532,26861,27163,27440,27684,27886,28057,28231,28419,28590,28743,28890,29018,29122,29196,29227,29168
